CVE,Summary,Severity,Source Location,Published,References,CVSS,EPSS,KEV
CVE-2020-7941,Plone Unauthenticated Write Vulnerability,critical,https://github.com/plone/plone.app.contenttypes,2020-01-23T21:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2020-7941', 'https://plone.org/security/hotfix/20200121', 'https://plone.org/security/hotfix/20200121/privilege-escalation-for-overwriting-content', 'https://www.openwall.com/lists/oss-security/2020/01/22/1', 'http://www.openwall.com/lists/oss-security/2020/01/24/1', 'https://github.com/plone/plone.app.contenttypes/blob/master/CHANGES.rst?plain=1#L372-L374', 'https://github.com/pypa/advisory-database/tree/main/vulns/plone/PYSEC-2020-90.yaml', 'https://github.com/advisories/GHSA-w6g9-xccc-347h']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.00619, 'percentile': 0.68827}",
CVE-2019-17361,SaltStack Salt is vulnerable to command injection,critical,https://github.com/saltstack/salt,2020-01-17T02:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2019-17361', 'https://docs.saltstack.com/en/latest/topics/releases/2019.2.3.html#security-fix', 'https://www.debian.org/security/2020/dsa-4676', 'http://lists.opensuse.org/opensuse-security-announce/2020-03/msg00026.html', 'https://usn.ubuntu.com/4459-1', 'https://github.com/pypa/advisory-database/tree/main/vulns/salt/PYSEC-2020-177.yaml', 'https://github.com/advisories/GHSA-q53j-p6r2-g2v4']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.1468, 'percentile': 0.94223}",
CVE-2020-5311,Buffer Copy without Checking Size of Input in Pillow,critical,https://github.com/python-pillow/Pillow,2020-01-03T01:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2020-5311', 'https://github.com/python-pillow/Pillow/commit/a79b65c47c7dc6fe623aadf09aa6192fc54548f3', 'https://access.redhat.com/errata/RHSA-2020:0566', 'https://access.redhat.com/errata/RHSA-2020:0580', 'https://pillow.readthedocs.io/en/stable/releasenotes/6.2.2.html', 'https://www.debian.org/security/2020/dsa-4631', 'https://github.com/advisories/GHSA-r7rm-8j6h-r933', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2020-82.yaml', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/2MMU3WT2X64GS5WHDPKKC2WZA7UIIQ3A', 'https://lists.fedoraproject.org/archives/list/package-announce@lists.fedoraproject.org/message/3DUMIBUYGJRAVJCTFUWBRLVQKOUTVX5P', 'https://usn.ubuntu.com/4272-1']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.01212, 'percentile': 0.78157}",
CVE-2019-17134,OpenStack Octavia Amphora-Agent not requiring Client-Certificate,critical,https://github.com/openstack/octavia,2019-10-08T18:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2019-17134', 'https://review.opendev.org/686541', 'https://review.opendev.org/686543', 'https://review.opendev.org/686544', 'https://review.opendev.org/686545', 'https://review.opendev.org/686546', 'https://review.opendev.org/686547', 'https://security.openstack.org/ossa/OSSA-2019-005.html', 'https://storyboard.openstack.org/#!/story/2006660', 'https://github.com/openstack/octavia/commit/1725517d1d209f26b2275306d83e49c099dcbe1a', 'https://github.com/openstack/octavia/commit/2976a7f0f109e17930db8a61136526ead44ea7e5', 'https://github.com/openstack/octavia/commit/624ff08f27bcb73788663cbe6d35cbe29c537844', 'https://github.com/openstack/octavia/commit/89a2f6e0136ad49d928eb65b4cf555af2a2b8ab1', 'https://github.com/openstack/octavia/commit/b0c2cd7b4c835c391cfedf12cf9f9ff8a0aabd17', 'https://github.com/openstack/octavia/commit/c2fdffc3b748f8007c72e52df257e38756923b40', 'https://github.com/advisories/GHSA-r4v4-3jj7-jc29']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N', 'score': 9.1}","{'percentage': 0.00958, 'percentile': 0.75615}",
CVE-2019-16225,py-lmdb Invalid write operation,critical,https://github.com/jnwatson/py-lmdb,2019-09-11T15:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2019-16225', 'https://github.com/TeamSeri0us/pocs/tree/master/lmdb/lmdb%20write%20to%20illegal%20address', 'https://github.com/pypa/advisory-database/tree/main/vulns/lmdb/PYSEC-2019-237.yaml', 'https://pypi.org/project/lmdb', 'https://github.com/advisories/GHSA-c74c-p4p7-r8q5']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.00418, 'percentile': 0.60976}",
CVE-2019-16224,py-lmdb Invalid write operation,critical,https://github.com/jnwatson/py-lmdb,2019-09-11T15:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2019-16224', 'https://github.com/TeamSeri0us/pocs/tree/master/lmdb/lmdb%20initialization%20vuln', 'https://github.com/pypa/advisory-database/tree/main/vulns/lmdb/PYSEC-2019-236.yaml', 'https://pypi.org/project/lmdb', 'https://github.com/advisories/GHSA-9q62-r72g-pvv7']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.00418, 'percentile': 0.60976}",
CVE-2019-15753,OpenStack os-vif Ageing time of 0 disables linuxbridge MAC learning,critical,https://github.com/openstack/os-vif,2019-08-28T21:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2019-15753', 'https://launchpad.net/bugs/1837252', 'https://review.opendev.org/672834', 'https://review.opendev.org/678098', 'https://security.openstack.org/ossa/OSSA-2019-004.html', 'http://www.openwall.com/lists/oss-security/2019/08/29/2', 'https://github.com/openstack/os-vif/commit/655c83d706f5de8a8cf23430782e065219297aef', 'https://github.com/openstack/os-vif/commit/ec9d5430300c908ea9a1c64151eee7af522a44e7', 'https://github.com/advisories/GHSA-mcpw-cp35-p3h8']","{'vector_string': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:H', 'score': 9.1}","{'percentage': 0.00965, 'percentile': 0.75504}",
CVE-2019-1010259,SaltStack Salt SQL Injection vulnerability in mysql.user_chpass function,critical,https://github.com/saltstack/salt,2019-07-18T17:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2019-1010259', 'https://github.com/saltstack/salt/pull/51462', 'https://github.com/ShantonRU/salt/commit/a46c86a987c78e74e87969d8d3b27094e6544b7a', 'https://github.com/saltstack/salt/blob/f22de0887cd7167887f113bf394244b74fb36b6b/salt/modules/mysql.py#L1534', 'https://github.com/pypa/advisory-database/tree/main/vulns/salt/PYSEC-2019-119.yaml', 'https://github.com/advisories/GHSA-h8xp-h3jf-wv4v']","{'vector_string': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.0037, 'percentile': 0.57699}",
CVE-2019-12887,LinOTP replay vulnerability with auto resynchronization enabled for TOTP token,critical,https://github.com/LinOTP/LinOTP,2019-06-27T14:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2019-12887', 'https://www.linotp.org/CVE-2019-12887.txt', 'https://github.com/LinOTP/LinOTP/commit/6d28d93af59d2ce0d844a6a3282148064efc6ad8', 'https://linotp.org/linotp-hotfix-autoresync.html', 'https://github.com/pypa/advisory-database/tree/main/vulns/linotp/PYSEC-2019-103.yaml', 'https://github.com/advisories/GHSA-rqg8-xjp2-pg9w']","{'vector_string': 'CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 8.1}","{'percentage': 0.0035, 'percentile': 0.56502}",
CVE-2016-7404,Openstack Magnum Unsafe Credential Handling,critical,https://github.com/openstack/magnum,2019-06-21T14:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2016-7404', 'https://bugs.launchpad.net/magnum/+bug/1620536', 'https://bugzilla.suse.com/show_bug.cgi?id=998182', 'https://opendev.org/openstack/magnum/commit/0bb0d6486d6771ee21bbf897a091b1aa59e01b22', 'https://github.com/openstack/magnum/commit/e93d82e8b3bc19211efd54edc17aebdca50670c1', 'https://web.archive.org/web/20210124052053/https://www.securityfocus.com/bid/98467', 'https://github.com/advisories/GHSA-793v-r35j-9rp9']","{'vector_string': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.02859, 'percentile': 0.85505}",
CVE-2014-4657,Ansible Remote Code Execution,critical,https://github.com/ansible/ansible,2020-02-20T15:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2014-4657', 'https://github.com/ansible/ansible/blob/release1.5.5/CHANGELOG.md', 'https://github.com/ansible/ansible/commit/998793fd0ab55705d57527a38cee5e83f535974c', 'https://web.archive.org/web/20210120133852/https://www.securityfocus.com/bid/68232', 'https://github.com/pypa/advisory-database/tree/main/vulns/ansible/PYSEC-2020-199.yaml', 'https://github.com/advisories/GHSA-qg47-5px9-32g7']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.02239, 'percentile': 0.83562}",
CVE-2014-4967,Ansible Arbitrary Code Execution,critical,,2020-02-18T15:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2014-4967', 'https://github.com/ansible/ansible/commit/62a1295a3e08cb6c3e9f1b2a1e6e5dcaeab32527', 'http://www.ocert.org/advisories/ocert-2014-004.html', 'https://github.com/pypa/advisory-database/tree/main/vulns/ansible/PYSEC-2020-205.yaml', 'https://github.com/advisories/GHSA-64cw-m57j-65xj']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.04747, 'percentile': 0.88771}",
CVE-2014-4966,Ansible Arbitrary Code Execution,critical,,2020-02-18T15:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2014-4966', 'https://github.com/ansible/ansible/commit/62a1295a3e08cb6c3e9f1b2a1e6e5dcaeab32527', 'http://www.ocert.org/advisories/ocert-2014-004.html', 'https://github.com/pypa/advisory-database/tree/main/vulns/ansible/PYSEC-2020-204.yaml', 'https://github.com/advisories/GHSA-wqq5-c89p-3wc3']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.04747, 'percentile': 0.88771}",
CVE-2014-9390,JGit Improper Input Validation vulnerability,critical,,2020-02-12T02:15:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2014-9390', 'https://github.com/libgit2/libgit2/commit/928429c5c96a701bcbcafacb2421a82602b36915', 'https://github.com/blog/1938-git-client-vulnerability-announced', 'https://news.ycombinator.com/item?id=8769667', 'http://article.gmane.org/gmane.linux.kernel/1853266', 'http://git-blame.blogspot.com/2014/12/git-1856-195-205-214-and-221-and.html', 'http://mercurial.selenic.com/wiki/WhatsNew', 'http://support.apple.com/kb/HT204147', 'https://projects.eclipse.org/projects/technology.jgit/releases/3.5.3', 'https://web.archive.org/web/20211204220400/https://securitytracker.com/id?1031404', 'https://github.com/pypa/advisory-database/tree/main/vulns/mercurial/PYSEC-2020-217.yaml', 'https://libgit2.org/security', 'http://securitytracker.com/id?1031404', 'https://github.com/advisories/GHSA-6vvc-c2m3-cjf3']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.53354, 'percentile': 0.97818}",
CVE-2011-0432,PyWebDAV SQL Injection vulnerability,critical,https://github.com/ashtons/pywebdav-iphone,2011-03-14T19:55:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2011-0432', 'https://bugzilla.redhat.com/show_bug.cgi?id=677718', 'http://code.google.com/p/pywebdav/updates/list', 'http://lists.fedoraproject.org/pipermail/package-announce/2011-March/055412.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2011-March/055413.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2011-March/055444.html', 'http://pywebdav.googlecode.com/files/PyWebDAV-0.9.4.1.tar.gz', 'https://web.archive.org/web/20110305233800/http://secunia.com/advisories/43571', 'https://web.archive.org/web/20110321033933/http://secunia.com/advisories/43602', 'https://web.archive.org/web/20110321055414/http://secunia.com/advisories/43703', 'https://web.archive.org/web/20200228163209/http://www.securityfocus.com/bid/46655', 'https://github.com/pypa/advisory-database/tree/main/vulns/pywebdav/PYSEC-2011-7.yaml', 'https://github.com/advisories/GHSA-69vw-jfq7-935g']","{'vector_string': 'CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 8.1}","{'percentage': 0.01021, 'percentile': 0.75965}",
CVE-2012-3442,Django Allows Redirect via Data URL,critical,https://github.com/django/django,2012-07-31T17:55:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2012-3442', 'http://www.debian.org/security/2012/dsa-2529', 'http://www.openwall.com/lists/oss-security/2012/07/31/1', 'http://www.openwall.com/lists/oss-security/2012/07/31/2', 'http://www.ubuntu.com/usn/USN-1560-1', 'https://github.com/django/django/commit/4dea4883e6c50d75f215a6b9bcbd95273f57c72d', 'https://github.com/django/django/commit/e34685034b60be1112160e76091e5aee60149fa1', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2012-2.yaml', 'https://www.djangoproject.com/weblog/2012/jul/30/security-releases-issued', 'http://www.mandriva.com/security/advisories?name=MDVSA-2012:143', 'https://github.com/advisories/GHSA-78vx-ggch-wghm']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N', 'score': 6.1}","{'percentage': 0.00442, 'percentile': 0.62444}",
CVE-2013-5942,graphite-web is vulnerable to Remote Code Execution,critical,https://github.com/graphite-project/graphite-web,2013-09-27T10:08:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2013-5942', 'https://github.com/graphite-project/graphite-web/blob/master/docs/releases/0_9_11.rst', 'https://github.com/pypa/advisory-database/tree/main/vulns/graphite-web/PYSEC-2013-34.yaml', 'https://github.com/advisories/GHSA-ch3j-w953-hfcm']","{'vector_string': 'CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H', 'score': 9.1}","{'percentage': 0.01535, 'percentile': 0.80507}",
CVE-2013-5093,graphite-web is vulnerable to Remote Code Execution via renderLocalView function ,critical,https://github.com/graphite-project/graphite-web,2013-09-27T10:08:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2013-5093', 'https://github.com/graphite-project/graphite-web/blob/master/docs/releases/0_9_11.rst', 'https://github.com/rapid7/metasploit-framework/blob/master/modules/exploits/unix/webapp/graphite_pickle_exec.rb', 'http://www.exploit-db.com/exploits/27752', 'https://github.com/graphite-project/graphite-web/blob/d39d455622127e479d8c4e7760311e3883cfd086/docs/releases/0_9_11.rst', 'https://github.com/pypa/advisory-database/tree/main/vulns/graphite-web/PYSEC-2013-3.yaml', 'https://web.archive.org/web/20200228174538/http://www.securityfocus.com/bid/61894', 'http://ceriksen.com/2013/08/20/graphite-remote-code-execution-vulnerability-advisory', 'https://github.com/advisories/GHSA-m923-w2gj-v43g']","{'vector_string': 'CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H', 'score': 9.1}","{'percentage': 0.8408, 'percentile': 0.99264}",
CVE-2013-6396,Python Swift client is vulnerable to Missing SSL Certificate Check,critical,https://github.com/chmouel/python-swiftclient,2014-02-18T19:55:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2013-6396', 'https://bugs.launchpad.net/python-swiftclient/+bug/1199783', 'http://www.openwall.com/lists/oss-security/2014/02/17/7', 'https://review.opendev.org/c/openstack/python-swiftclient/+/69187', 'https://github.com/pypa/advisory-database/tree/main/vulns/python-swiftclient/PYSEC-2014-12.yaml', 'https://github.com/openstack/python-swiftclient/commit/b182112719ab87942472e44aa3446ea0eb19a289', 'https://github.com/advisories/GHSA-p3xv-97g8-4wmj']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N', 'score': 9.1}","{'percentage': 0.00137, 'percentile': 0.34486}",
CVE-2014-3007,Pillow command injection,critical,https://github.com/python-pillow/Pillow,2014-04-27T20:55:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2014-3007', 'https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=737059', 'http://people.canonical.com/~ubuntu-security/cve/2014/CVE-2014-1932.html', 'https://github.com/pypa/advisory-database/tree/main/vulns/pillow/PYSEC-2014-87.yaml', 'https://github.com/advisories/GHSA-8m9x-pxwq-j236']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.01846, 'percentile': 0.82186}",
CVE-2012-5495,Plone python code injection,critical,https://github.com/plone/Plone,2014-09-30T14:55:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2012-5495', 'https://github.com/plone/Products.CMFPlone/blob/4.2.3/docs/CHANGES.txt', 'https://plone.org/products/plone-hotfix/releases/20121106', 'https://plone.org/products/plone/security/advisories/20121106/11', 'http://www.openwall.com/lists/oss-security/2012/11/10/1', 'https://github.com/pypa/advisory-database/tree/main/vulns/plone/PYSEC-2014-37.yaml', 'https://github.com/advisories/GHSA-w6pw-5gh5-4952']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.00638, 'percentile': 0.69511}",
CVE-2015-0838,Dulwich Buffer Overflow when handling pack files,critical,https://github.com/jelmer/dulwich,2015-03-31T14:59:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2015-0838', 'https://lists.launchpad.net/dulwich-users/msg00829.html', 'http://www.debian.org/security/2015/dsa-3206', 'https://github.com/pypa/advisory-database/tree/main/vulns/dulwich/PYSEC-2015-35.yaml', 'https://github.com/advisories/GHSA-vjjf-3rvg-gv3v']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.02814, 'percentile': 0.85507}",
CVE-2014-9706,Dulwich Arbitrary code execution via commit with directory path starting with .git,critical,https://github.com/jelmer/dulwich,2015-03-31T14:59:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2014-9706', 'https://git.samba.org/?p=jelmer/dulwich.git;a=commitdiff;h=091638be3c89f46f42c3b1d57dc1504af5729176', 'https://lists.launchpad.net/dulwich-users/msg00827.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-April/154523.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-April/154551.html', 'http://www.debian.org/security/2015/dsa-3206', 'http://www.openwall.com/lists/oss-security/2015/03/21/1', 'http://www.openwall.com/lists/oss-security/2015/03/22/26', 'https://github.com/jelmer/dulwich/commit/091638be3c89f46f42c3b1d57dc1504af5729176', 'https://github.com/pypa/advisory-database/tree/main/vulns/dulwich/PYSEC-2015-34.yaml', 'https://github.com/advisories/GHSA-4j5j-58j7-6c3w']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.02765, 'percentile': 0.85504}",
CVE-2016-4972,OpenStack Murano Code Execution,critical,https://github.com/openstack/murano,2016-09-26T16:59:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2016-4972', 'https://bugs.launchpad.net/murano/+bug/1586079', 'https://bugs.launchpad.net/python-muranoclient/+bug/1586078', 'http://www.openwall.com/lists/oss-security/2016/06/23/8', 'https://github.com/openstack/murano/commit/28de8c36c9dbe4aaf4d062e6fb6099afd437f49b', 'https://github.com/openstack/murano/blob/c898a310afbc27f12190446ef75d8b0bd12115eb/releasenotes/notes/safeloader-cve-2016-4972-19035a2a091ec30a.yaml', 'https://github.com/openstack/murano/blob/c898a310afbc27f12190446ef75d8b0bd12115eb/releasenotes/source/locale/en_GB/LC_MESSAGES/releasenotes.po', 'https://github.com/pypa/advisory-database/tree/main/vulns/python-muranoclient/PYSEC-2016-22.yaml', 'https://github.com/advisories/GHSA-87r7-q54j-f9qg']","{'vector_string': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.03928, 'percentile': 0.87736}",
CVE-2016-1505,Radicale is vulnerable to directory traversal on Windows Filesystem Storage Backend component,critical,https://github.com/Kozea/Radicale,2016-02-03T18:59:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2016-1505', 'https://github.com/Kozea/Radicale/pull/343', 'http://www.openwall.com/lists/oss-security/2016/01/05/7', 'http://www.openwall.com/lists/oss-security/2016/01/06/4', 'http://www.openwall.com/lists/oss-security/2016/01/06/7', 'http://www.openwall.com/lists/oss-security/2016/01/07/7', 'http://www.securityfocus.com/bid/80255', 'https://github.com/Kozea/Radicale/commit/b4b3d51f33c7623d312f289252dd7bbb8f58bbe6', 'https://github.com/advisories/GHSA-84cw-mxhv-qvv4']","{'vector_string': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N', 'score': 10.0}","{'percentage': 0.01349, 'percentile': 0.79195}",
CVE-2015-8747,Radicale vulnerable to arbitrary file read or write,critical,https://github.com/Kozea/Radicale,2016-02-03T18:59:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2015-8747', 'https://github.com/Kozea/Radicale/pull/343', 'https://github.com/Unrud/Radicale/commit/bcaf452e516c02c9bed584a73736431c5e8831f1', 'http://lists.fedoraproject.org/pipermail/package-announce/2016-January/175738.html', 'http://lists.fedoraproject.org/pipermail/package-announce/2016-January/175776.html', 'http://www.debian.org/security/2016/dsa-3462', 'http://www.openwall.com/lists/oss-security/2016/01/05/7', 'http://www.openwall.com/lists/oss-security/2016/01/06/4', 'http://www.openwall.com/lists/oss-security/2016/01/06/7', 'https://github.com/Kozea/Radicale/commit/18c88642fb19ee1480690e51fff9605ecc6fdab5', 'https://web.archive.org/web/20200804235922/http://www.securityfocus.com/bid/80255', 'https://github.com/pypa/advisory-database/tree/main/vulns/radicale/PYSEC-2016-36.yaml', 'https://github.com/advisories/GHSA-fgqv-96v9-w23m']","{'vector_string': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N', 'score': 10.0}","{'percentage': 0.01809, 'percentile': 0.81996}",
CVE-2015-7337,Improper Input Validation in Jupyter Notebook,critical,,2015-09-29T19:59:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2015-7337', 'https://github.com/ipython/ipython/commit/0a8096adf165e2465550bd5893d7e352544e5967', 'https://github.com/jupyter/notebook/commit/9e63dd89b603dfbe3a7e774d8a962ee0fa30c0b5', 'https://bugzilla.redhat.com/show_bug.cgi?id=1264067', 'https://security.gentoo.org/glsa/201512-02', 'http://lists.fedoraproject.org/pipermail/package-announce/2015-September/167670.html', 'http://seclists.org/oss-sec/2015/q3/558', 'http://seclists.org/oss-sec/2015/q3/634', 'https://github.com/advisories/GHSA-92mr-v722-f48m', 'https://github.com/pypa/advisory-database/tree/main/vulns/ipython/PYSEC-2015-25.yaml', 'https://github.com/pypa/advisory-database/tree/main/vulns/notebook/PYSEC-2015-27.yaml']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.00775, 'percentile': 0.72537}",
CVE-2014-0472,Code Injection in Django,critical,https://github.com/django/django,2014-04-23T15:55:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2014-0472', 'http://lists.opensuse.org/opensuse-updates/2014-09/msg00023.html', 'http://rhn.redhat.com/errata/RHSA-2014-0456.html', 'http://rhn.redhat.com/errata/RHSA-2014-0457.html', 'http://www.debian.org/security/2014/dsa-2934', 'http://www.ubuntu.com/usn/USN-2169-1', 'https://github.com/django/django/commit/2a5bcb69f42b84464b24b5c835dca6467b6aa7f1', 'https://github.com/django/django/commit/4352a50871e239ebcdf64eee6f0b88e714015c1b', 'https://github.com/django/django/commit/c1a8c420fe4b27fb2caf5e46d23b5712fc0ac535', 'https://www.djangoproject.com/weblog/2014/apr/21/security', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2014-1.yaml', 'https://github.com/advisories/GHSA-rvq6-mrpv-m6rm']","{'vector_string': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.06894, 'percentile': 0.90514}",
CVE-2014-1418,Django Vulnerable to Cache Poisoning,critical,https://github.com/django/django,2014-05-16T15:55:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2014-1418', 'http://lists.opensuse.org/opensuse-updates/2014-09/msg00023.html', 'http://www.debian.org/security/2014/dsa-2934', 'http://www.openwall.com/lists/oss-security/2014/05/14/10', 'http://www.openwall.com/lists/oss-security/2014/05/15/3', 'https://github.com/django/django/commit/1abcf3a808b35abae5d425ed4d44cb6e886dc769', 'https://github.com/django/django/commit/28e23306aa53bbbb8fb87db85f99d970b051026c', 'https://github.com/django/django/commit/4001ec8698f577b973c5a540801d8a0bbea1205b', 'https://www.djangoproject.com/weblog/2014/may/14/security-releases-issued', 'https://github.com/pypa/advisory-database/tree/main/vulns/django/PYSEC-2014-19.yaml', 'http://ubuntu.com/usn/usn-2212-1', 'https://github.com/advisories/GHSA-q7q2-qf2q-rw3w']","{'vector_string': 'CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:N', 'score': 7.4}","{'percentage': 0.00512, 'percentile': 0.65531}",
CVE-2016-7036,python-jose failure to use a constant time comparison for HMAC keys,critical,https://github.com/mpdavis/python-jose,2017-01-23T21:59:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2016-7036', 'https://github.com/mpdavis/python-jose/releases/tag/1.3.2', 'https://web.archive.org/web/20210123221523/http://www.securityfocus.com/bid/95845', 'https://github.com/mpdavis/python-jose/commit/73007d6887a7517ac07c6e755e494baee49ef513', 'https://github.com/mpdavis/python-jose/pull/35/commits/89b46353b9f611e9da38de3d2fedf52331167b93', 'https://github.com/pypa/advisory-database/tree/main/vulns/python-jose/PYSEC-2017-28.yaml', 'https://github.com/advisories/GHSA-w799-prg3-cx77']","{'vector_string': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H', 'score': 9.8}","{'percentage': 0.00417, 'percentile': 0.60525}",
CVE-2016-9639,Salt allows deleted minions to read or write to minions with the same id,critical,https://github.com/saltstack/salt,2017-02-07T17:59:00Z,"['https://nvd.nist.gov/vuln/detail/CVE-2016-9639', 'https://docs.saltstack.com/en/2015.8/ref/configuration/master.html#rotate-aes-key', 'http://www.openwall.com/lists/oss-security/2016/11/25/2', 'http://www.openwall.com/lists/oss-security/2016/11/25/3', 'https://docs.saltproject.io/en/latest/topics/releases/2015.8.11.html#new-master-configuration-parameter', 'https://web.archive.org/web/20200227212146/http://www.securityfocus.com/bid/94553', 'https://github.com/pypa/advisory-database/tree/main/vulns/salt/PYSEC-2017-34.yaml', 'https://github.com/advisories/GHSA-hvmj-356c-gpf4']","{'vector_string': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N', 'score': 9.1}","{'percentage': 0.00325, 'percentile': 0.54552}",
